FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
300,CATALUÑA,T-711,OBRAS EN GENERAL,2021/01/11 19:43:00, ,T,VERDE,5,4.9,TORROJA DEL PRIORAT,TARRAGONA,OT101118252,AMBOS SENTIDOS,OBRAS,0,1,41.2127113,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>TORROJA DEL PRIORAT</poblacion>
<fechahora_ini",id-incidencia-1.300,incidencia, , ,0.8121824,0.8121824,41.2127113,2021/01/19 21:31:00
301,CATALUÑA,C-12,TRABAJOS DE MANTENIMIENTO,2020/06/09 13:18:00,BENIFALLET,T,VERDE,40.8,19,TORTOSA,TARRAGONA,OT005289200,AMBOS SENTIDOS,OBRAS,0,2,40.8191708,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>TORTOSA</poblacion>
<fechahora_ini>20",id-incidencia-1.301,incidencia, , ,0.5137306,0.5137306,40.8191708,2021/01/19 21:31:00
302,CATALUÑA,TV-2021,TRABAJOS DE MANTENIMIENTO,2021/01/14 10:40:00,LA NOU DE GAIÀ,T,VERDE,4.9,2.2,VESPELLA,TARRAGONA,OT101139171,AMBOS SENTIDOS,OBRAS,0,2,41.1962385,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VESPELLA</poblacion>
<fechahora_ini>2",id-incidencia-1.302,incidencia, , ,1.3631914,1.3631914,41.1962385,2021/01/19 21:31:00
303,CATALUÑA,TV-7223,OBRAS EN GENERAL,2021/01/11 19:54:00, ,T,VERDE,3,2.9,VILALLONGA DEL CAMP,TARRAGONA,OT101118255,AMBOS SENTIDOS,OBRAS,0,1,41.2129315,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>TARRAGONA</provincia>
<matricula>T</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VILALLONGA DEL CAMP</poblacion>
<fechahora_ini",id-incidencia-1.303,incidencia, , ,1.1864345,1.1864345,41.2129315,2021/01/19 21:31:00
304,ARAGON,A-223A,OBRAS EN GENERAL,2020/07/08 14:22:00, ,TE,ROJO,2,1.2,ALCORISA,TERUEL,TE007089285,AMBOS SENTIDOS,OBRAS,1,1,40.8938916,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALCORISA</poblacion>
<fechahora_ini>2020-07-08 14:2",id-incidencia-1.304,incidencia, , ,-0.3809616,-0.3809616,40.8938916,2021/01/19 21:31:00
305,ARAGON,N-420,OBRAS EN GENERAL,2020/11/11 18:36:00, ,TE,ROJO,646,644,ESCUCHA,TERUEL,TE011118336,AMBOS SENTIDOS,OBRAS,0,1,40.7797048,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ESCUCHA</poblacion>
<fechahora_ini>2020-11-11 18:36",id-incidencia-1.305,incidencia, , ,-0.8521305,-0.8521305,40.7797048,2021/01/19 21:31:00
306,ARAGON,A-1412,OBRAS EN GENERAL,2020/09/15 13:13:00, ,TE,ROJO,16.7,11,MAZALEON,TERUEL,TE009159168,AMBOS SENTIDOS,OBRAS,0,1,41.07713,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>MAZALEON</poblacion>
<fechahora_ini>2020-09-15 13:1",id-incidencia-1.306,incidencia, , ,0.11619,0.11619,41.07713,2021/01/19 21:31:00
307,ARAGON,A-23,OBRAS EN GENERAL,2021/01/11 10:09:00, ,TE,AMARILLO,144,139,VILLARQUEMADO,TERUEL,TE101119110,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,40.5230157,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>TERUEL</provincia>
<matricula>TE</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VILLARQUEMADO</poblacion>
<fechahora_ini>2021-01-11",id-incidencia-1.307,incidencia, , ,-1.2558082,-1.2558082,40.5230157,2021/01/19 21:31:00
308,CANARIAS,TF-111,TRABAJOS DE MANTENIMIENTO,2020/11/20 07:00:00, ,TF,AMARILLO,2.9,1.9,CAMPITOS (LOS),SANTA CRUZ DE TENERIFE,TF101128013,AMBOS SENTIDOS,OBRAS,0,1,28.4754428,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANARIAS</autonomia>
<provincia>SANTA CRUZ DE TENERIFE</provincia>
<matricula>TF</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAMPITOS (LOS)</poblacio",id-incidencia-1.308,incidencia, , ,-16.2606822,-16.2606822,28.4754428,2021/01/19 21:31:00
309,CANARIAS,TF-61,REASFALTADO,2021/01/15 06:44:00, ,TF,VERDE,0.8,0,GÜIMAR,SANTA CRUZ DE TENERIFE,TF009019062,AMBOS SENTIDOS,OBRAS,0,3,28.31304,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANARIAS</autonomia>
<provincia>SANTA CRUZ DE TENERIFE</provincia>
<matricula>TF</matricula>
<causa>REASFALTADO</causa>
<poblacion>GÜIMAR</poblacion>
<fechahora_ini>202",id-incidencia-1.309,incidencia, , ,-16.41162,-16.41162,28.31304,2021/01/19 21:31:00
310,CANARIAS,LP-204,REASFALTADO,2020/10/19 09:30:00, ,TF,VERDE,1.4,0,SAN ANTONIO,SANTA CRUZ DE TENERIFE,TF010198252,AMBOS SENTIDOS,OBRAS,0,1,28.64671,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANARIAS</autonomia>
<provincia>SANTA CRUZ DE TENERIFE</provincia>
<matricula>TF</matricula>
<causa>REASFALTADO</causa>
<poblacion>SAN ANTONIO</poblacion>
<fechahora_ini",id-incidencia-1.310,incidencia, , ,-17.76702,-17.76702,28.64671,2021/01/19 21:31:00
311,CANARIAS,TF-333,REASFALTADO,2020/08/29 08:30:00,LOS REALEJOS,TF,AMARILLO,3,0,SAN JERONIMO,SANTA CRUZ DE TENERIFE,TF008299008,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,28.39384,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CANARIAS</autonomia>
<provincia>SANTA CRUZ DE TENERIFE</provincia>
<matricula>TF</matricula>
<causa>REASFALTADO</causa>
<poblacion>SAN JERONIMO</poblacion>
<fechahora_in",id-incidencia-1.311,incidencia, , ,-16.55075,-16.55075,28.39384,2021/01/19 21:31:00
312,COMUNITAT VALENCIANA,CV-33,OBRAS EN GENERAL,2020/12/21 08:26:00, ,V,VERDE,5,4,ALBAL,VALENCIA,OV012219079,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.408667,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALBAL</poblacion>
<fechahora_ini>202",id-incidencia-1.312,incidencia, , ,-0.4304461,-0.4304461,39.408667,2021/01/19 21:31:00
313,COMUNITAT VALENCIANA,N-225,OBRAS EN GENERAL,2019/07/18 08:49:00, ,V,AMARILLO,5.1,5.1,ALFARA DE LA BARONIA,VALENCIA,OV907189147,AMBOS SENTIDOS,OBRAS,0,2,39.7690626,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALFARA DE LA BARONIA</poblacion>
<fe",id-incidencia-1.313,incidencia, , ,-0.3417226,-0.3417226,39.7690626,2021/01/19 21:31:00
314,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2020/10/13 13:49:00, ,V,ROJO,23.3,23.8,BENISANO,VALENCIA,OV010138257,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.6231467,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BENISANO</poblacion>
<fechahora_ini>",id-incidencia-1.314,incidencia, , ,-0.5809451,-0.5809451,39.6231467,2021/01/19 21:31:00
315,COMUNITAT VALENCIANA,A-7,OBRAS EN GENERAL,2021/01/19 21:20:00,BARCELONA,V,VERDE,315.9,318.3,BETERA,VALENCIA,OV101199223,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,39.5831585,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BETERA</poblacion>
<fechahora_ini>20",id-incidencia-1.315,incidencia, , ,-0.4124403,-0.4124403,39.5831585,2021/01/19 21:31:00
316,COMUNITAT VALENCIANA,A-3,OBRAS EN GENERAL,2021/01/16 19:18:00, ,V,VERDE,247,319,BUÑOL,VALENCIA,OV101168031,AMBOS SENTIDOS,OBRAS,0,1,39.4339496,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BUÑOL</poblacion>
<fechahora_ini>20",id-incidencia-1.316,incidencia, , ,-0.7766122,-0.7766122,39.4339496,2021/01/19 21:31:00
317,COMUNITAT VALENCIANA,A-3,OBRAS EN GENERAL,2021/01/12 19:41:00, ,V,VERDE,247,319,BUÑOL,VALENCIA,OV101129231,AMBOS SENTIDOS,OBRAS,0,1,39.4339496,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BUÑOL</poblacion>
<fechahora_ini>20",id-incidencia-1.317,incidencia, , ,-0.7766122,-0.7766122,39.4339496,2021/01/19 21:31:00
318,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2020/12/02 08:25:00, ,V,VERDE,36.9,37,CASINOS,VALENCIA,OV012028110,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.6808607,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CASINOS</poblacion>
<fechahora_ini>2",id-incidencia-1.318,incidencia, , ,-0.6908478,-0.6908478,39.6808607,2021/01/19 21:31:00
319,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2020/11/23 09:54:00, ,V,ROJO,38.1,37.1,CASINOS,VALENCIA,OV011239204,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.6808607,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CASINOS</poblacion>
<fechahora_ini>2",id-incidencia-1.319,incidencia, , ,-0.6908478,-0.6908478,39.6808607,2021/01/19 21:31:00
320,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2020/11/23 09:53:00, ,V,ROJO,38.1,37.1,CASINOS,VALENCIA,OV011239203,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.6808607,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CASINOS</poblacion>
<fechahora_ini>2",id-incidencia-1.320,incidencia, , ,-0.6908478,-0.6908478,39.6808607,2021/01/19 21:31:00
321,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2021/01/11 15:46:00, ,V,ROJO,53,53,CHULILLA,VALENCIA,OV009098260,CRECIENTE DE LA KILOMETRICA,OBRAS,0,4,39.6982889,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CHULILLA</poblacion>
<fechahora_ini>",id-incidencia-1.321,incidencia, , ,-0.8664849,-0.8664849,39.6982889,2021/01/19 21:31:00
322,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2021/01/08 08:29:00, ,V,VERDE,30.9,30.8,DOMEÑO ANTIGUO,VALENCIA,OV101089056,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,39.6482958,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>DOMEÑO ANTIGUO</poblacion>
<fechaho",id-incidencia-1.322,incidencia, , ,-0.6354055,-0.6354055,39.6482958,2021/01/19 21:31:00
323,COMUNITAT VALENCIANA,CV-35,TRABAJOS DE MANTENIMIENTO,2021/01/11 08:46:00,VALENCIA,V,VERDE,23,26,LLIRIA,VALENCIA,OV101118060,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,39.6390018,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>LLIRIA</poblacion>
<fechaho",id-incidencia-1.323,incidencia, , ,-0.5851827,-0.5851827,39.6390018,2021/01/19 21:31:00
324,COMUNITAT VALENCIANA,CV-35,OBRAS EN GENERAL,2021/01/18 11:34:00, ,V,AMARILLO,48.5,48,LOSA DEL OBISPO,VALENCIA,OV101188176,AMBOS SENTIDOS,OBRAS,0,1,39.7007355,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>LOSA DEL OBISPO</poblacion>
<fechaho",id-incidencia-1.324,incidencia, , ,-0.8070629,-0.8070629,39.7007355,2021/01/19 21:31:00
325,COMUNITAT VALENCIANA,A-3,OBRAS EN GENERAL,2021/01/10 21:41:00, ,V,VERDE,247,352,VALENCIA,VALENCIA,OV101109162,AMBOS SENTIDOS,OBRAS,0,1,39.46917,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VALENCIA</poblacion>
<fechahora_ini>",id-incidencia-1.325,incidencia, , ,-0.41788,-0.41788,39.46917,2021/01/19 21:31:00
326,COMUNITAT VALENCIANA,A-3,OBRAS EN GENERAL,2021/01/19 21:11:00, ,V,VERDE,319,247,VILLARGORDO DEL CABRIEL,VALENCIA,OV101199222,AMBOS SENTIDOS,OBRAS,0,1,39.5501334,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>VALENCIA</provincia>
<matricula>V</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VILLARGORDO DEL CABRIEL</poblacion>
",id-incidencia-1.326,incidencia, , ,-1.5068484,-1.5068484,39.5501334,2021/01/19 21:31:00
327,CASTILLA-LEON,A-62,MANTENIMIENTO DE PUENTES,2020/10/23 09:58:00, ,VA,VERDE,151.3,151.8,TORDESILLAS,VALLADOLID,VA010239162,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,41.5101071,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>VALLADOLID</provincia>
<matricula>VA</matricula>
<causa>MANTENIMIENTO DE PUENTES</causa>
<poblacion>TORDESILLAS</poblacion>
<fechaho",id-incidencia-1.327,incidencia, , ,-4.9912471,-4.9912471,41.5101071,2021/01/19 21:31:00
328,ARAGON,A-68,OBRAS EN GENERAL,2020/04/13 08:07:00,LOGROÑO,Z,ROJO,269,268.5,FIGUERUELAS,ZARAGOZA,OZ905298119,CRECIENTE DE LA KILOMETRICA,OBRAS,0,5,41.7629086,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>ZARAGOZA</provincia>
<matricula>Z</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>FIGUERUELAS</poblacion>
<fechahora_ini>2020-04-13",id-incidencia-1.328,incidencia, , ,-1.1803641,-1.1803641,41.7629086,2021/01/19 21:31:00
329,ARAGON,N-232,OBRAS EN GENERAL,2021/01/04 08:26:00, ,Z,AMARILLO,282.6,268.6,FIGUERUELAS,ZARAGOZA,OZ007038164,AMBOS SENTIDOS,OBRAS,0,3,41.76564,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>ZARAGOZA</provincia>
<matricula>Z</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>FIGUERUELAS</poblacion>
<fechahora_ini>2021-01-04",id-incidencia-1.329,incidencia, , ,-1.19366,-1.19366,41.76564,2021/01/19 21:31:00
330,ARAGON,A-1503,OBRAS EN GENERAL,2020/12/23 09:22:00, ,Z,AMARILLO,40,30.3,JARQUE,ZARAGOZA,OZ008198188,AMBOS SENTIDOS,OBRAS,0,3,41.5670841,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>ZARAGOZA</provincia>
<matricula>Z</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>JARQUE</poblacion>
<fechahora_ini>2020-12-23 09:22",id-incidencia-1.330,incidencia, , ,-1.7115812,-1.7115812,41.5670841,2021/01/19 21:31:00
331,ARAGON,A-2,REASFALTADO,2020/06/15 09:32:00, ,Z,VERDE,186,186,MONREAL DE ARIZA,ZARAGOZA,OZ006158216, ,OBRAS,0,1,41.3077381,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ARAGON</autonomia>
<provincia>ZARAGOZA</provincia>
<matricula>Z</matricula>
<causa>REASFALTADO</causa>
<poblacion>MONREAL DE ARIZA</poblacion>
<fechahora_ini>2020-06-15",id-incidencia-1.331,incidencia, , ,-2.1248088,-2.1248088,41.3077381,2021/01/19 21:31:00
332,CANTABRIA,S-10,ACCIDENTE,2021/01/19 17:20:00,SOLARES,S,AMARILLO,12,14,SOLARES,CANTABRIA,OS101198194,CRECIENTE DE LA KILOMETRICA,RETENCION,0,1,43.3887297,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>RETENCION</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>ACCIDENTE</causa>
<poblacion>SOLARES</poblacion>
<fechahora_ini>2021-01-19 17:",id-incidencia-1.332,incidencia, , ,-3.7419471,-3.7419471,43.3887297,2021/01/19 21:31:00
333,CANTABRIA,A-8,ACCIDENTE,2021/01/19 17:33:00, ,S,AMARILLO,201,199,SOLARES,CANTABRIA,OS101199206,DECRECIENTE DE LA KILOMETRICA,RETENCION,0,2,43.3884539,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>RETENCION</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>ACCIDENTE</causa>
<poblacion>SOLARES</poblacion>
<fechahora_ini>2021-01-19 17:",id-incidencia-1.333,incidencia, , ,-3.7286967,-3.7286967,43.3884539,2021/01/19 21:31:00
