FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
130,ANDALUCIA,A-49, CARRIL EN SENTIDO CONTRARIO,2020/02/26 21:01:00,PORTUGAL,H,VERDE,132.9,132.5,AYAMONTE,HUELVA,OH912108278,CRECIENTE DE LA KILOMETRICA,CONO,0,2,37.23765,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>HUELVA</provincia>
<matricula>H</matricula>
<causa> CARRIL EN SENTIDO CONTRARIO </causa>
<poblacion>AYAMONTE</poblacion>
<fechahora_ini>2",id-incidencia-1.130,incidencia, , ,-7.41919,-7.41919,37.23765,2021/01/19 21:31:00
131,ARAGON,A-1202, CARRETERA CERRADA EN AMBOS SENTIDOS,2021/01/19 10:17:00, ,HU,NEGRO,5.8,5.8,AYERBE,HUESCA,HU101198143,AMBOS SENTIDOS,CONO,0,1,42.27638,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>ARAGON</autonomia>
<provincia>HUESCA</provincia>
<matricula>HU</matricula>
<causa> CARRETERA CERRADA EN AMBOS SENTIDOS </causa>
<poblacion>AYERBE</poblacion>
<fechahora_i",id-incidencia-1.131,incidencia, , ,-0.74851,-0.74851,42.27638,2021/01/19 21:31:00
132,CATALUÑA,N-141, CARRETERA CORTADA EN ESTE SENTIDO,2021/01/08 09:48:00, ,L,NEGRO,8.4,8,BOSSOST,LLEIDA,OL101068027,AMBOS SENTIDOS,CONO,0,3,42.767274,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>LLEIDA</provincia>
<matricula>L</matricula>
<causa> CARRETERA CORTADA EN ESTE SENTIDO </causa>
<poblacion>BOSSOST</poblacion>
<fechahora_",id-incidencia-1.132,incidencia, , ,0.659323,0.659323,42.767274,2021/01/19 21:31:00
133,CATALUÑA,N-141, OTROS,2021/01/08 09:48:00, ,L,NEGRO,8.4,8,BOSSOST,LLEIDA,OL101069034,AMBOS SENTIDOS,CONO,0,3,42.767274,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>LLEIDA</provincia>
<matricula>L</matricula>
<causa> OTROS </causa>
<poblacion>BOSSOST</poblacion>
<fechahora_ini>2021-01-08 09:48</fechah",id-incidencia-1.133,incidencia, , ,0.659323,0.659323,42.767274,2021/01/19 21:31:00
134,NAVARRA,NA-138, CARRETERA CERRADA EN AMBOS SENTIDOS,2021/01/16 14:10:00, ,NA,NEGRO,0,0,PAMPLONA,NAVARRA,NA101168023,AMBOS SENTIDOS,CONO,0,1,42.93609,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>NAVARRA</autonomia>
<provincia>NAVARRA</provincia>
<matricula>NA</matricula>
<causa> CARRETERA CERRADA EN AMBOS SENTIDOS </causa>
<poblacion>PAMPLONA</poblacion>
<fechaho",id-incidencia-1.134,incidencia, , ,-1.50294,-1.50294,42.93609,2021/01/19 21:31:00
135,ASTURIAS,AS-19, MODERAR VELOCIDAD,2021/01/15 20:43:00,AVILES,O,AMARILLO,7,7,REBOLLADA (LA),ASTURIAS,OO101159196,CRECIENTE DE LA KILOMETRICA,CONO,0,1,43.5559619,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>ASTURIAS</autonomia>
<provincia>ASTURIAS</provincia>
<matricula>O</matricula>
<causa> MODERAR VELOCIDAD </causa>
<poblacion>REBOLLADA (LA)</poblacion>
<fechahora_ini>2021",id-incidencia-1.135,incidencia, , ,-5.7616867,-5.7616867,43.5559619,2021/01/19 21:31:00
136,CASTILLA-LEON,DSA-191, CARRETERA CERRADA DE FORMA PERMANENTE POR INVIERNO,2021/01/13 11:39:00, ,SA,NEGRO,8,10.5,EL TRAVIESO,SALAMANCA,SA011308294,AMBOS SENTIDOS,CONO,0,4,40.33492,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SALAMANCA</provincia>
<matricula>SA</matricula>
<causa> CARRETERA CERRADA DE FORMA PERMANENTE POR INVIERNO </causa>
<poblacion>EL TRA",id-incidencia-1.136,incidencia, , ,-5.73239,-5.73239,40.33492,2021/01/19 21:31:00
137,CANARIAS,TF-445, CARRETERA CORTADA A VEHÍCULOS EN TRÁNSITO,2020/08/29 07:21:00, ,TF,NEGRO,9,2.5,TENO,SANTA CRUZ DE TENERIFE,TF011178359,AMBOS SENTIDOS,CONO,0,2,28.362042,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>CONO</tipo>
<autonomia>CANARIAS</autonomia>
<provincia>SANTA CRUZ DE TENERIFE</provincia>
<matricula>TF</matricula>
<causa> CARRETERA CORTADA A VEHÍCULOS EN TRÁNSITO </causa>
<poblacion>TENO<",id-incidencia-1.137,incidencia, , ,-16.8661016,-16.8661016,28.362042,2021/01/19 21:31:00
138,COMUNITAT VALENCIANA,A-77,TRABAJOS DE MANTENIMIENTO,2021/01/14 20:17:00, ,A,AMARILLO,0.3,2.3,ALICANTE,ALICANTE/ALACANT,OA101139206,AMBOS SENTIDOS,OBRAS,0,2,38.3857712,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ALICANTE</poblacion",id-incidencia-1.138,incidencia, , ,-0.5418862,-0.5418862,38.3857712,2021/01/19 21:31:00
139,COMUNITAT VALENCIANA,CV-935,OBRAS EN GENERAL,2021/01/13 08:17:00, ,A,NEGRO,0.9,0,ALMORADI,ALICANTE/ALACANT,OA101138045,AMBOS SENTIDOS,OBRAS,0,1,38.09605,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALMORADI</poblacion>
<fechah",id-incidencia-1.139,incidencia, , ,-0.79523,-0.79523,38.09605,2021/01/19 21:31:00
140,COMUNITAT VALENCIANA,CV-902,OBRAS EN GENERAL,2021/01/13 08:22:00, ,A,NEGRO,0.8,0,ALMORADI,ALICANTE/ALACANT,OA101139063,AMBOS SENTIDOS,OBRAS,0,1,38.10528,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALMORADI</poblacion>
<fechah",id-incidencia-1.140,incidencia, , ,-0.78405,-0.78405,38.10528,2021/01/19 21:31:00
141,COMUNITAT VALENCIANA,CV-935,OBRAS EN GENERAL,2021/01/13 08:17:00, ,A,NEGRO,0.9,0,ALMORADI,ALICANTE/ALACANT,OA101139061,AMBOS SENTIDOS,OBRAS,0,1,38.09605,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALMORADI</poblacion>
<fechah",id-incidencia-1.141,incidencia, , ,-0.79523,-0.79523,38.09605,2021/01/19 21:31:00
142,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2019/12/18 11:01:00,CARTAGENA,A,NEGRO,98,98,ALTET (EL),ALICANTE/ALACANT,OA912188198,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,38.2853738,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALTET (EL)</poblacion>
<fech",id-incidencia-1.142,incidencia, , ,-0.5343329,-0.5343329,38.2853738,2021/01/19 21:31:00
143,COMUNITAT VALENCIANA,N-332,OBRAS EN GENERAL,2019/10/29 22:00:00,VALENCIA,A,AMARILLO,179.8,178.6,BENISSA,ALICANTE/ALACANT,OA912189218,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,38.7252225,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BENISSA</poblacion>
<fechaho",id-incidencia-1.143,incidencia, , ,0.0675875,0.0675875,38.7252225,2021/01/19 21:31:00
144,COMUNITAT VALENCIANA,CV-745,OBRAS EN GENERAL,2020/10/30 12:09:00, ,A,NEGRO,4.4,2.9,LLIBER,ALICANTE/ALACANT,OA010308166,AMBOS SENTIDOS,OBRAS,0,2,38.7373202,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>LLIBER</poblacion>
<fechahor",id-incidencia-1.144,incidencia, , ,0.0227491,0.0227491,38.7373202,2021/01/19 21:31:00
145,COMUNITAT VALENCIANA,A-31,OBRAS EN GENERAL,2021/01/14 15:00:00,MADRID,A,VERDE,169.5,172,VILLENA,ALICANTE/ALACANT,OA101149232,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,1,38.7220789,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>VILLENA</poblacion>
<fechaho",id-incidencia-1.145,incidencia, , ,-0.9336915,-0.9336915,38.7220789,2021/01/19 21:31:00
146,CASTILLA-LA MANCHA,A-30,OBRAS EN GENERAL,2021/01/11 23:55:00, ,AB,VERDE,84,0,ALBACETE,ALBACETE,AB101118274,AMBOS SENTIDOS,OBRAS,0,1,38.97319,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALBACETE</poblacion>
<fechahora_ini>2",id-incidencia-1.146,incidencia, , ,-1.81804,-1.81804,38.97319,2021/01/19 21:31:00
147,CASTILLA-LA MANCHA,A-31,TRABAJOS DE MANTENIMIENTO,2021/01/18 07:39:00,ALICANTE,AB,AMARILLO,166,164.5,CAUDETE,ALBACETE,AB101189026,CRECIENTE DE LA KILOMETRICA,OBRAS,0,1,38.779257,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAUDETE</poblacion>
<fechaho",id-incidencia-1.147,incidencia, , ,-0.9647006,-0.9647006,38.779257,2021/01/19 21:31:00
148,CASTILLA-LA MANCHA,A-31,OBRAS EN GENERAL,2021/01/12 21:45:00, ,AB,VERDE,124,29,RODA (LA),ALBACETE,AB101128246,AMBOS SENTIDOS,OBRAS,0,1,39.2630138,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>RODA (LA)</poblacion>
<fechahora_ini>",id-incidencia-1.148,incidencia, , ,-2.2053716,-2.2053716,39.2630138,2021/01/19 21:31:00
149,ANDALUCIA,AL-6107,OBRAS EN GENERAL,2020/12/03 11:46:00, ,AL,NEGRO,8,4,ALBANCHEZ,ALMERIA,AL012039209,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.27376,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ALBANCHEZ</poblacion>
<fechahora_ini>2020-12-03",id-incidencia-1.149,incidencia, , ,-2.1673709,-2.1673709,37.27376,2021/01/19 21:31:00
150,ANDALUCIA,AL-3102,OBRAS EN GENERAL,2021/01/04 08:39:00, ,AL,VERDE,11.8,12,CASTRO DE FILABRES,ALMERIA,AL101048043,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,37.1633848,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CASTRO DE FILABRES</poblacion>
<fechahora_ini>2",id-incidencia-1.150,incidencia, , ,-2.4152168,-2.4152168,37.1633848,2021/01/19 21:31:00
151,ANDALUCIA,A-7,TRABAJOS DE MANTENIMIENTO,2021/01/19 19:00:00, ,AL,VERDE,484.5,483.8,HORNILLO,ALMERIA,AL101198203,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,36.950897,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>HORNILLO</poblacion>
<fechahora_ini>20",id-incidencia-1.151,incidencia, , ,-2.1594151,-2.1594151,36.950897,2021/01/19 21:31:00
152,ANDALUCIA,N-340A,OBRAS EN GENERAL,2020/09/08 14:53:00,ALMERIA,AL,NEGRO,433,431,ROQUETAS DE MAR,ALMERIA,AL009089195,AMBOS SENTIDOS,OBRAS,0,1,36.81699,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ROQUETAS DE MAR</poblacion>
<fechahora_ini>2020",id-incidencia-1.152,incidencia, , ,-2.56278,-2.56278,36.81699,2021/01/19 21:31:00
153,CATALUÑA,C-32,TRABAJOS DE MANTENIMIENTO,2021/01/15 10:18:00,ESPLUGUES DE LLOBREGAT,B,VERDE,63,59,ALMEDA MERCADER,BARCELONA,OB101128060,AMBOS SENTIDOS,OBRAS,0,2,41.3482244,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ALMEDA MERCADER</poblacion>
<fechahor",id-incidencia-1.153,incidencia, , ,2.0924056,2.0924056,41.3482244,2021/01/19 21:31:00
154,CATALUÑA,C-61,OBRAS EN GENERAL,2021/01/15 14:05:00, ,B,VERDE,6.3,6.1,ARENYS DE MUNT,BARCELONA,OB008098024,AMBOS SENTIDOS,OBRAS,0,21,41.6215652,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>ARENYS DE MUNT</poblacion>
<fechahora_ini>2021",id-incidencia-1.154,incidencia, , ,2.5343305,2.5343305,41.6215652,2021/01/19 21:31:00
155,CATALUÑA,C-31,OBRAS EN GENERAL,2021/01/18 14:37:00,BARCELONA,B,VERDE,210.5,215,BADALONA,BARCELONA,OB101199002,SUR,OBRAS,0,4,41.46146,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BADALONA</poblacion>
<fechahora_ini>2021-01-18",id-incidencia-1.155,incidencia, , ,2.2629067,2.2629067,41.46146,2021/01/19 21:31:00
156,CATALUÑA,BP-1121,TRABAJOS DE MANTENIMIENTO,2020/12/24 19:16:00, ,B,VERDE,1.2,1.1,BAUMA,BARCELONA,OB010208205,AMBOS SENTIDOS,OBRAS,0,14,41.6271614,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>BAUMA</poblacion>
<fechahora_ini>2020",id-incidencia-1.156,incidencia, , ,1.8676063,1.8676063,41.6271614,2021/01/19 21:31:00
157,CATALUÑA,C-245,TRABAJOS DE MANTENIMIENTO,2021/01/12 08:13:00, ,B,VERDE,2.4,2,CASTELLDEFELS,BARCELONA,OB101128064,AMBOS SENTIDOS,OBRAS,0,1,41.2783231,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CASTELLDEFELS</poblacion>
<fechahora_",id-incidencia-1.157,incidencia, , ,1.9774417,1.9774417,41.2783231,2021/01/19 21:31:00
158,CATALUÑA,C-245,TRABAJOS DE MANTENIMIENTO,2020/10/17 09:36:00,TARRAGONA,B,VERDE,1.4,2,CASTELLDEFELS,BARCELONA,OB010109026,SUR,OBRAS,0,2,41.2783231,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CASTELLDEFELS</poblacion>
<fechahora_",id-incidencia-1.158,incidencia, , ,1.9774417,1.9774417,41.2783231,2021/01/19 21:31:00
159,CATALUÑA,A-2,TRABAJOS DE MANTENIMIENTO,2021/01/19 08:33:00,BARCELONA,B,VERDE,558.2,560,CASTELLOLI,BARCELONA,OB101198072,ESTE,OBRAS,0,1,41.5906165,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CASTELLOLI</poblacion>
<fechahora_ini",id-incidencia-1.159,incidencia, , ,1.679263,1.679263,41.5906165,2021/01/19 21:31:00
160,CATALUÑA,B-20, ,2019/10/31 18:35:00,TARRAGONA-HORARI: 22 A 6 H,B,NEGRO,3,2.5,CORNELLÀ DE LLOBREGAT,BARCELONA,OB906170137,SUR,OBRAS,0,32,41.34259,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa></causa>
<poblacion>CORNELLÀ DE LLOBREGAT</poblacion>
<fechahora_ini>2019-10-31 1",id-incidencia-1.160,incidencia, , ,2.09063,2.09063,41.34259,2021/01/19 21:31:00
161,CATALUÑA,BV-5101,TRABAJOS DE MANTENIMIENTO,2021/01/11 09:42:00, ,B,VERDE,4.4,0.9,DOSRIUS,BARCELONA,OB101118107,AMBOS SENTIDOS,OBRAS,0,1,41.59681,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>DOSRIUS</poblacion>
<fechahora_ini>20",id-incidencia-1.161,incidencia, , ,2.4378762,2.4378762,41.59681,2021/01/19 21:31:00
162,CATALUÑA,BV-5122,OBRAS EN GENERAL,2020/12/15 08:26:00, ,B,VERDE,6.2,4.2,FOGARS DE LA SELVA,BARCELONA,OB012158133,AMBOS SENTIDOS,OBRAS,0,1,41.7173966,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>FOGARS DE LA SELVA</poblacion>
<fechahora_ini>",id-incidencia-1.162,incidencia, , ,2.678158,2.678158,41.7173966,2021/01/19 21:31:00
163,CATALUÑA,BV-2429,OBRAS EN GENERAL,2020/11/16 10:34:00, ,B,VERDE,21.2,21.1,LAVERN,BARCELONA,OB011169264,AMBOS SENTIDOS,OBRAS,0,1,41.3957615,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>LAVERN</poblacion>
<fechahora_ini>2020-11-16 1",id-incidencia-1.163,incidencia, , ,1.7687295,1.7687295,41.3957615,2021/01/19 21:31:00
164,CATALUÑA,C-243C,TRABAJOS DE MANTENIMIENTO,2020/11/06 09:19:00,TERRASSA,B,VERDE,12.8,0,MARTORELL,BARCELONA,OB911069284,AMBOS SENTIDOS,OBRAS,0,8,41.47247,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MARTORELL</poblacion>
<fechahora_ini>",id-incidencia-1.164,incidencia, , ,1.93853,1.93853,41.47247,2021/01/19 21:31:00
165,CATALUÑA,C-17Z,TRABAJOS DE MANTENIMIENTO,2021/01/15 14:04:00, ,B,NEGRO,85,84.7,MONTESQUIU,BARCELONA,OB001279259,AMBOS SENTIDOS,OBRAS,0,25,42.1223118,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MONTESQUIU</poblacion>
<fechahora_ini",id-incidencia-1.165,incidencia, , ,2.2041772,2.2041772,42.1223118,2021/01/19 21:31:00
166,CATALUÑA,C-17,TRABAJOS DE MANTENIMIENTO,2021/01/11 13:07:00,CANOVELLES,B,VERDE,18.7,14.7,POLIGON INDUSTRIAL Z,BARCELONA,OB101118173,AMBOS SENTIDOS,OBRAS,0,1,41.55957,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>POLIGON INDUSTRIAL Z</poblacion>
<fec",id-incidencia-1.166,incidencia, , ,2.23948,2.23948,41.55957,2021/01/19 21:31:00
167,CATALUÑA,B-431,OBRAS EN GENERAL,2021/01/18 13:32:00, ,B,VERDE,72.5,70,PRATS DE LLUÇANES,BARCELONA,OB101188192,AMBOS SENTIDOS,OBRAS,0,1,41.9889531,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>PRATS DE LLUÇANES</poblacion>
<fechahora_ini>",id-incidencia-1.167,incidencia, , ,2.0248387,2.0248387,41.9889531,2021/01/19 21:31:00
168,CATALUÑA,B-400,OBRAS EN GENERAL,2019/11/01 18:43:00, ,B,VERDE,17.5,17,SALDES,BARCELONA,OB901070068,AMBOS SENTIDOS,OBRAS,0,22,42.2228062,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SALDES</poblacion>
<fechahora_ini>2019-11-01 1",id-incidencia-1.168,incidencia, , ,1.7259923,1.7259923,42.2228062,2021/01/19 21:31:00
169,CATALUÑA,B-430,TRABAJOS DE MANTENIMIENTO,2020/08/29 16:47:00, ,B,NEGRO,1,0,SALLENT,BARCELONA,OB006099276,AMBOS SENTIDOS,OBRAS,0,3,41.80514,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SALLENT</poblacion>
<fechahora_ini>20",id-incidencia-1.169,incidencia, , ,1.89831,1.89831,41.80514,2021/01/19 21:31:00
170,CATALUÑA,BV-2002,TRABAJOS DE MANTENIMIENTO,2021/01/11 09:41:00, ,B,VERDE,7,6.5,SANT BOI DE LLOBREGAT,BARCELONA,OB005239023,AMBOS SENTIDOS,OBRAS,0,12,41.3508689,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANT BOI DE LLOBREGAT</poblacion>
<fe",id-incidencia-1.170,incidencia, , ,2.039605,2.039605,41.3508689,2021/01/19 21:31:00
171,CATALUÑA,A-2,TRABAJOS DE MANTENIMIENTO,2021/01/14 19:28:00, ,B,VERDE,609,606.5,SANT FELIU DE LLOBREGAT,BARCELONA,OB011229036,AMBOS SENTIDOS,OBRAS,0,6,41.3561929,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>BARCELONA</provincia>
<matricula>B</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>SANT FELIU DE LLOBREGAT</poblacion>
<",id-incidencia-1.171,incidencia, , ,2.052245,2.052245,41.3561929,2021/01/19 21:31:00
