"","house.price","RP","crime","built.area","age","retired","children","immigrants","shopping","historical","baths","type.house","floor","good.cond","garage","elevator","air.cond","swimming.pool","M.30","longitude","latitude"
"1088",3967,0.24,0.33,150,30,22.7526510007271,10.208239022182,9.66020549542505,1,1,3,"piso","sexta_o_mas","a_reformar","ZZZ","si","no","no",1,-3.71604,40.431138
"8172",3057,0.31,0.69,70,10,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"estudio","ZZZ","bueno","no","si","no","no",0,-3.706577,40.379718
"7637",3714,0.14,0.28,70,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.714173,40.474391
"10918",2883,0.11,0.32,60,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.713576,40.465369
"7995",2089,0.27,0.55,79,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","si","no","no",0,-3.65034,40.389497
"7788",3333,0.18,0.32,165,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","sexta_o_mas","bueno","no","si","no","si",0,-3.711212,40.484152
"6763",2600,0.24,0.45,50,28.8795423614338,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.66078,40.404428
"4347",1681,0.22,0.62,113,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","sexta_o_mas","a_reformar","ZZZ","si","no","no",0,-3.658748,40.37179
"11781",2300,0.19,0.45,100,30,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","si","no",0,-3.715237,40.385415
"2412",3000,0.58,0.52,60,20.2820542203309,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","primera","bueno","si","no","ZZZ","ZZZ",0,-3.6239,40.375664
"2665",4872,0.25,0.25,78,25.1167659363426,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","sexta_o_mas","bueno","no","si","ZZZ","no",0,-3.685505,40.469331
"65",3292,0.35,0.4,120,20,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.711022,40.402407
"6917",2347,0.25,0.67,98,15,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","ZZZ","si","si","ZZZ",0,-3.708036,40.371332
"7097",3306,0.29,0.45,140,38.8995064801682,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","bajo","bueno","ZZZ","si","ZZZ","ZZZ",1,-3.705096,40.422171
"8026",2562,0.27,0.55,80,5,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","primera","bueno","no","no","no","no",0,-3.650851,40.387956
"5579",4929,0.36,0.66,140,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","cuar.-quinta","bueno","no","si","si","no",1,-3.698365,40.42247
"4393",2143,0.22,0.62,70,34.3516719862024,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.666884,40.381439
"3725",5036,0.44,0.55,55,3,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.682011,40.397276
"3017",3273,0.22,0.27,110,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.674498,40.445592
"10562",5242,0.33,0.67,95,37.3450979626173,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","a_reformar","no","si","ZZZ","ZZZ",1,-3.705783,40.429995
"3283",3013,0.39,0.54,58,40,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","cuar.-quinta","a_reformar","si","no","no","no",0,-3.713683,40.393958
"5119",3776,0.23,0.2,143,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,3,"piso","cuar.-quinta","bueno","no","si","si","ZZZ",0,-3.662975,40.439811
"11205",3697,0.19,0.4,119,15,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","seg.-terc.","bueno","si","si","no","si",0,-3.691084,40.501792
"8284",4295,0.25,0.24,95,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.664198,40.448547
"6020",2655,0.32,0.51,113,25,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","primera","bueno","ZZZ","si","si","ZZZ",0,-3.697436,40.363305
"2017",2500,0.22,0.53,78,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","a_reformar","no","no","no","no",0,-3.732347,40.404739
"10442",4529,0.33,0.67,85,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","ZZZ","no","ZZZ","ZZZ",1,-3.703576,40.427697
"3023",4722,0.22,0.27,90,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","ZZZ","bueno","no","si","ZZZ","no",0,-3.674197,40.448711
"7784",2619,0.18,0.32,42,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","primera","bueno","no","si","no","no",0,-3.710332,40.473069
"6408",2498,0.34,0.61,77,40,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","a_reformar","ZZZ","si","ZZZ","ZZZ",0,-3.701041,40.389639
"6812",2643,0.31,0.51,56,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.719237,40.396707
"262",3810,0.39,0.43,63,25,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","ZZZ","bueno","ZZZ","si","si","ZZZ",0,-3.671776,40.403551
"3487",3704,0.17,0.3,108,12,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.664777,40.479451
"9495",3235,0.35,0.57,102,25,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.663812,40.389214
"7512",2890,0.44,0.57,109,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.6922,40.402729
"4891",4348,0.26,0.19,115,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.67696,40.428231
"1190",4101,0.48,0.72,85,21.3986331024541,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","bajo","bueno","ZZZ","si","ZZZ","si",0,-3.675123,40.399629
"5874",4109,0.23,0.19,165,40,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.673267,40.432393
"3789",4262,0.44,0.55,122,7.5,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.687032,40.400483
"4371",1571,0.22,0.62,70,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","ZZZ","no","si","no",0,-3.672285,40.381698
"8517",2065,0.23,0.51,92,40,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","sexta_o_mas","bueno","ZZZ","si","no","no",0,-3.625231,40.422293
"6042",2857,0.32,0.51,91,40,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","cuar.-quinta","bueno","no","si","ZZZ","ZZZ",0,-3.697028,40.357435
"4238",3750,0.33,0.76,56,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","bueno","no","no","no","no",1,-3.696045,40.410201
"672",2353,0.14,0.43,85,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","a_reformar","si","si","no","no",0,-3.769855,40.395637
"8544",4267,0.23,0.51,30,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","ZZZ","a_reformar","no","no","no","no",0,-3.641093,40.432821
"10539",3052,0.33,0.67,40,27.3595046024844,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"estudio","bajo","bueno","ZZZ","no","ZZZ","ZZZ",1,-3.704152,40.425438
"4056",3333,0.33,0.76,30,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","a_reformar","no","no","no","no",0,-3.702779,40.408448
"3005",4816,0.22,0.27,76,3.58524433128502,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","ZZZ","si","ZZZ","no",0,-3.672867,40.448743
"3205",5968,0.24,0.27,754,4,15.6252175325429,15.5469058171102,7.53242685105692,1,0,7,"chalet","ZZZ","bueno","si","no","si","si",0,-3.656609,40.461358
"5590",3993,0.36,0.66,144,34.4843055239037,16.2444144382421,8.89722566365522,18.5726018625499,1,1,3,"piso","seg.-terc.","bueno","ZZZ","no","ZZZ","ZZZ",1,-3.697886,40.423641
"317",4097,0.39,0.43,72,25,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","bueno","ZZZ","si","si","ZZZ",0,-3.669137,40.399694
"10489",5750,0.33,0.67,40,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"atico","cuar.-quinta","bueno","no","si","si","no",1,-3.701899,40.427055
"10630",5024,0.27,0.41,41,3,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","si","si","si","no",0,-3.697586,40.465805
"5380",3580,0.31,0.33,88,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.717134,40.409624
"1869",3717,0.22,0.41,80,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","primera","bueno","si","no","no","si",0,-3.612154,40.444698
"10194",3682,0.19,0.48,65,14.2318355417668,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"chalet","ZZZ","bueno","ZZZ","si","ZZZ","no",0,-3.618916,40.44032
"5438",4123,0.31,0.33,57,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","cuar.-quinta","bueno","ZZZ","si","si","ZZZ",0,-3.717327,40.40964
"1188",3864,0.48,0.72,88,7,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","primera","bueno","ZZZ","si","si","si",0,-3.675056,40.399444
"8410",2429,0.23,0.51,70,25,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.638481,40.428594
"5203",5510,0.19,0.22,50,27.1916420227138,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","primera","bueno","no","si","si","no",0,-3.688552,40.456075
"8387",2817,0.23,0.51,60,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.64347,40.4314
"3009",4750,0.22,0.27,200,27.4744860405192,16.2444144382421,8.89722566365522,18.5726018625499,1,1,3,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.6763,40.449364
"11517",2345,0.26,0.41,55,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","ZZZ","bueno","no","no","si","no",0,-3.651849,40.433258
"350",4874,0.39,0.43,119,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.668793,40.406966
"475",3364,0.23,0.27,110,30,12.3985863211007,16.4262375247283,6.55271288537198,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.589869,40.455683
"1268",3111,0.23,0.46,90,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.706191,40.458377
"10191",4085,0.19,0.48,71,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.618068,40.438623
"4210",2250,0.33,0.76,40,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","primera","a_reformar","no","no","no","no",1,-3.699566,40.411107
"2811",3790,0.26,0.38,62,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"atico","cuar.-quinta","bueno","no","si","no","no",0,-3.699775,40.459307
"6644",2188,0.24,0.45,80,40,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.648105,40.401765
"6308",1000,0.24,0.37,90,15,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","primera","bueno","no","si","no","no",0,-3.654592,40.411643
"3669",4615,0.29,0.43,78,2,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","ZZZ","bueno","no","si","si","no",1,-3.701663,40.448841
"7996",2950,0.27,0.55,70,30.2206090027212,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.645294,40.389541
"11728",2800,0.19,0.45,75,15,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.716902,40.377124
"8451",2663,0.23,0.51,86,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,2,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.639575,40.427839
"3590",4231,0.29,0.43,52,40,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","ZZZ","bueno","no","no","no","no",1,-3.701384,40.45343
"11294",3420,0.26,0.41,50,25,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.642676,40.426467
"5326",6579,0.2,0.2,190,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","seg.-terc.","bueno","no","si","ZZZ","ZZZ",0,-3.676236,40.419067
"10052",6618,0.22,0.31,68,0,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","seg.-terc.","bueno","no","si","si","si",0,-3.6557567,40.448149
"6880",1709,0.25,0.67,110,25,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"ZZZ","ZZZ","bueno","ZZZ","si","no","no",0,-3.715611,40.370433
"3387",3818,0.25,0.36,55,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","ZZZ","bueno","no","si","si","ZZZ",0,-3.652847,40.436806
"10478",3644,0.33,0.67,45,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","bajo","bueno","ZZZ","no","ZZZ","ZZZ",1,-3.707178,40.426581
"6569",5373,0.17,0.23,67,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.674412,40.467584
"195",4048,0.35,0.4,105,7.5,18.6782268954326,13.431372167504,17.8368933701206,1,1,2,"piso","ZZZ","bueno","si","si","no","no",0,-3.701881,40.406606
"3467",9465,0.39,0.65,243,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,3,"piso","seg.-terc.","bueno","no","si","si","ZZZ",1,-3.694432,40.41526
"6895",1875,0.25,0.67,112,25,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"ZZZ","ZZZ","bueno","ZZZ","si","si","no",0,-3.715589,40.370433
"450",2805,0.11,0.28,133,28.7876590287004,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.774018,40.3823
"51",2727,0.35,0.4,33,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","no","no","no",0,-3.7032,40.4031
"8212",4733,0.25,0.24,75,7.5,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","primera","a_reformar","si","si","si","si",0,-3.661666,40.450082
"5314",3975,0.26,0.3,40,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","cuar.-quinta","a_reformar","ZZZ","no","no","no",0,-3.6326875,40.405823
"4079",6500,0.33,0.76,50,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","seg.-terc.","bueno","no","no","si","ZZZ",1,-3.695616,40.413027
"3311",3151,0.39,0.54,65,0,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","primera","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.7122441,40.394246
"8008",2778,0.27,0.55,72,40,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.644503,40.398987
"1189",3722,0.48,0.72,90,7,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","primera","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.673682,40.398791
"10102",3815,0.18,0.32,65,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","bueno","no","si","ZZZ","ZZZ",0,-3.653491,40.439386
"1446",4021,0.25,0.48,97,22.4273971540277,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.697758,40.461952
"11606",2846,0.27,0.44,130,25,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","primera","bueno","si","si","no","no",0,-3.747218,40.385439
"9297",1826,0.39,0.73,115,30,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","sexta_o_mas","bueno","ZZZ","si","no","no",0,-3.713722,40.345203
"519",5500,0.27,0.26,160,15,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","si","si","ZZZ","ZZZ",1,-3.694386,40.431718
"2011",3667,0.22,0.53,60,3,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","primera","bueno","ZZZ","si","si","no",0,-3.731768,40.405147
"11380",4925,0.26,0.41,58,24.9988452030653,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.6524548,40.43077
"832",2700,0.09,0.34,75,25,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","sexta_o_mas","bueno","si","si","si","no",0,-3.657868,40.477395
"7237",6429,0.29,0.45,98,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","primera","bueno","no","si","si","no",1,-3.710549,40.415724
"3859",4333,0.49,0.44,105,2.5,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.69175,40.508285
"3529",3565,0.17,0.3,108,15,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","seg.-terc.","bueno","si","si","si","ZZZ",0,-3.670785,40.483515
"11770",2000,0.19,0.45,65,30,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.712735,40.379505
"7288",3455,0.31,0.56,55,40,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.652439,40.385537
"6171",2933,0.21,0.47,75,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.749685,40.407794
"2247",2647,0.58,0.52,170,2.5,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"atico","ZZZ","bueno","si","si","si","si",0,-3.610146,40.376122
"8198",6275,0.25,0.24,51,5,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","seg.-terc.","bueno","si","si","si","no",0,-3.66276,40.446963
"5194",4706,0.19,0.22,85,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","ZZZ","bueno","no","si","ZZZ","no",0,-3.674519,40.458426
"6571",5059,0.17,0.23,85,32.0199240497989,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","primera","bueno","no","si","no","no",0,-3.683574,40.463585
"7020",3188,0.27,0.26,160,33.3642593812453,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","primera","a_reformar","no","si","ZZZ","ZZZ",0,-3.678446,40.403954
"9837",2368,0.3,0.61,76,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","a_reformar","no","si","si","no",0,-3.724043,40.405408
"11621",2910,0.27,0.44,134,25.9671555311962,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","cuar.-quinta","bueno","no","si","ZZZ","ZZZ",0,-3.740845,40.392058
"10806",4950,0.42,0.31,140,2.5,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"ZZZ","bajo","bueno","si","si","si","si",0,-3.671515,40.488868
"10782",6061,0.42,0.31,429,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,4,"atico","sexta_o_mas","a_reformar","si","si","no","si",0,-3.6601354,40.498374
"8221",5121,0.25,0.24,140,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","sexta_o_mas","bueno","si","si","no","no",0,-3.664563,40.447029
"6769",2120,0.24,0.45,75,35.4622071345122,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","bajo","bueno","no","no","no","no",0,-3.65785,40.407227
"4614",2462,0.15,0.27,78,40,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.640344,40.400173
"8199",1905,0.25,0.24,63,20.4238453110194,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","bajo","bueno","no","si","no","no",0,-3.669305,40.443093
"1587",2811,0.2,0.35,55,2.5,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.7533426,40.368527
"10029",3612,0.22,0.31,80,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","bueno","no","si","ZZZ","ZZZ",0,-3.659799,40.453087
"10879",2087.56,0.42,0.31,52,2.5,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","primera","bueno","si","si","si","si",0,-3.65216,40.499083
"3032",3350,0.22,0.27,100,27.6455204867444,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","seg.-terc.","a_reformar","si","si","no","no",0,-3.67272,40.451614
"6342",2774,0.09,0.39,65,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"ZZZ","seg.-terc.","bueno","no","no","si","no",0,-3.700547,40.499347
"6535",4259,0.17,0.23,54,33.1707967761619,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","seg.-terc.","a_reformar","no","no","no","no",0,-3.671236,40.463487
