"","house.price","RP","crime","built.area","age","retired","children","immigrants","shopping","historical","baths","type.house","floor","good.cond","garage","elevator","air.cond","swimming.pool","M.30","longitude","latitude"
"10305",2619,0.17,0.23,420,10,12.3985863211007,16.4262375247283,6.55271288537198,0,0,6,"chalet","ZZZ","bueno","si","no","ZZZ","no",0,-3.5924025,40.474358
"2974",4232,0.22,0.27,75,36.604355118064,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","cuar.-quinta","a_reformar","no","si","no","no",0,-3.668833,40.449168
"3138",5250,0.17,0.25,360,25,18.7982210841953,14.2389070449109,8.04302415686803,1,0,5,"piso","ZZZ","bueno","si","si","si","si",0,-3.729207,40.471497
"2735",5294,0.26,0.38,51,10,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","primera","bueno","no","no","si","no",0,-3.698067,40.460385
"7667",3143,0.14,0.28,70,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.721343,40.48321
"1164",5829,0.48,0.72,70,19.1829535695147,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"atico","sexta_o_mas","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.679516,40.402345
"145",3864,0.35,0.4,22,29.4642020119251,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.7060942,40.398353
"5535",7113,0.27,0.37,485,23.8680500377021,22.4451037773467,10.8508323139206,8.57455680888883,1,1,4,"atico","sexta_o_mas","bueno","si","si","si","no",1,-3.691449,40.42008
"1735",5900,0.66,0.71,100,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","seg.-terc.","bueno","ZZZ","si","si","no",0,-3.681021,40.35173
"7434",3333,0.29,0.57,57,4,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","ZZZ","bueno","si","si","si","si",0,-3.629544,40.383902
"848",4286,0.28,0.32,35,26.3670396304477,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"piso","seg.-terc.","bueno","no","no","no","no",1,-3.710293,40.433805
"5058",4491,0.23,0.2,53,0,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","primera","bueno","no","si","si","no",0,-3.665936,40.432494
"7406",2895,0.29,0.57,62,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.64259,40.389966
"4577",5125,0.27,0.38,96,25,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","ZZZ","bueno","no","si","si","si",0,-3.667055,40.420281
"6742",1887,0.24,0.45,106,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","si","no","no",0,-3.653512,40.397777
"3783",4167,0.44,0.55,54,20,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.685741,40.39897
"9552",1947,0.35,0.57,95,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","no","no","no",0,-3.667374,40.385063
"3214",4344,0.24,0.27,61,15,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","a_reformar","no","si","si","no",0,-3.660118,40.458647
"10912",5455,0.13,0.18,165,5,18.7982210841953,14.2389070449109,8.04302415686803,1,0,3,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.783229,40.465752
"7819",4297,0.18,0.32,64,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.713508,40.477411
"8299",4304,0.25,0.24,115,7.5,20.7824152819573,12.6403244799163,13.4305900824284,0,0,3,"piso","seg.-terc.","a_reformar","si","si","si","si",0,-3.661319,40.44862
"7912",2540,0.17,0.27,75,45.5136224277489,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","bajo","a_reformar","no","no","no","no",0,-3.643491,40.471322
"771",4071,0.27,0.36,98,4,12.3985863211007,16.4262375247283,6.55271288537198,0,0,2,"piso","ZZZ","bueno","si","ZZZ","si","si",0,-3.5980752,40.407444
"1235",3600,0.23,0.46,50,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.707868,40.457418
"269",4688,0.39,0.43,48,27.3469581133574,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","bueno","ZZZ","no","ZZZ","ZZZ",0,-3.670124,40.399253
"2584",5882,0.23,0.25,85,10,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","seg.-terc.","bueno","ZZZ","si","si","no",1,-3.684025,40.435352
"9527",4000,0.35,0.57,60,22.247493743743,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.662288,40.395408
"10907",4850,0.13,0.18,200,10,18.7982210841953,14.2389070449109,8.04302415686803,1,0,3,"piso","ZZZ","bueno","si","si","si","si",0,-3.785391,40.467323
"11234",2683,0.19,0.4,205,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","ZZZ","bueno","no","no","no","no",0,-3.688363,40.495514
"2709",4600,0.25,0.25,150,30.7101016502508,22.4451037773467,10.8508323139206,8.57455680888883,1,1,3,"piso","primera","a_reformar","si","si","no","no",0,-3.6863392,40.468826
"4771",4423,0.24,0.26,260,25,22.4451037773467,10.8508323139206,8.57455680888883,1,1,4,"chalet","bajo","bueno","si","no","si","no",0,-3.663447,40.42204
"1484",2650,0.25,0.48,80,40,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.706748,40.461266
"1275",4500,0.23,0.46,40,20,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",1,-3.704109,40.452597
"4711",4304,0.24,0.26,79,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.66619,40.422889
"7782",4000,0.18,0.32,70,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.703938,40.478929
"5557",5000,0.36,0.66,100,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","cuar.-quinta","bueno","no","si","no","no",1,-3.695013,40.422557
"5450",5100,0.31,0.33,40,30.3923819207622,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.719569,40.409023
"1390",3240,0.25,0.48,80,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"atico","cuar.-quinta","bueno","no","no","si","no",0,-3.700526,40.463454
"933",4474,0.12,0.23,190,7.5,18.7982210841953,14.2389070449109,8.04302415686803,1,0,3,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.781819,40.456598
"2293",2671,0.58,0.52,45,29.1176467741812,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","ZZZ","bueno","ZZZ","no","no","no",0,-3.617721,40.373621
"10304",5375,0.41,0.75,160,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","seg.-terc.","bueno","no","no","no","no",1,-3.706194,40.416393
"8196",2607,0.25,0.24,140,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.667738,40.448106
"2645",3516,0.25,0.25,192,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","ZZZ","bueno","no","si","si","si",0,-3.67394,40.478292
"4594",3188,0.15,0.27,80,40,22.22093651161,13.0862840391885,7.95629869628944,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.646435,40.40123
"4938",5536,0.26,0.19,56,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.67516,40.428688
"10347",9471,0.31,0.35,54,0,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"piso","sexta_o_mas","bueno","si","si","no","si",1,-3.703444,40.431988
"225",3257,0.35,0.4,74,15,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","bueno","no","si","no","no",0,-3.705508,40.407374
"7564",3853,0.44,0.57,34,32.0200426607929,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.690162,40.402843
"7799",3942,0.18,0.32,104,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","sexta_o_mas","bueno","no","si","si","si",0,-3.710203,40.484364
"3763",3511,0.44,0.55,45,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.696002,40.400381
"379",3917,0.39,0.43,60,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","bueno","ZZZ","si","si","no",0,-3.671708,40.398366
"11252",3140,0.19,0.4,86,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","seg.-terc.","a_reformar","no","no","no","no",0,-3.693405,40.495041
"6546",5396,0.17,0.23,140,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.683896,40.467225
"9808",4647,0.3,0.61,68,7,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.718239,40.39866
"11080",3750,0.19,0.4,40,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.690162,40.493356
"8336",4545,0.25,0.24,55,14.8015114769436,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","ZZZ","bueno","no","si","si","si",0,-3.662739,40.446555
"8642",2933,0.23,0.41,75,13.5883296324892,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","ZZZ","bueno","si","si","no","no",0,-3.729687,40.386762
"9591",1616,0.35,0.57,73,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"piso","ZZZ","bueno","ZZZ","no","si","no",0,-3.662696,40.394574
"2872",3375,0.35,0.52,84,11.9864267140571,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","ZZZ","bueno","no","ZZZ","no","no",0,-3.695143,40.395102
"6811",3308,0.31,0.51,52,15,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","bajo","bueno","no","no","si","no",0,-3.722026,40.394967
"9103",2169,0.21,0.28,83,30,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","bueno","no","no","ZZZ","ZZZ",0,-3.575664,40.443273
"6384",3529,0.09,0.39,340,2.5,16.9485824548359,14.2042185577595,7.08064473299875,0,0,5,"chalet","bajo","bueno","si","no","si","si",0,-3.725374,40.489831
"6154",4000,0.21,0.47,40,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","ZZZ","no","no","no",0,-3.74799,40.401454
"2763",5195,0.26,0.38,54,25,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.691769,40.460303
"6069",2627,0.44,0.63,118,7.5,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"atico","sexta_o_mas","bueno","ZZZ","si","ZZZ","si",0,-3.686299,40.355636
"1295",3770,0.23,0.46,61,25,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.704216,40.45725
"33",2674,0.22,0.51,72,40,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.731425,40.377004
"2267",2679,0.58,0.52,140,35.2228767768635,22.22093651161,13.0862840391885,7.95629869628944,0,0,2,"piso","cuar.-quinta","a_reformar","no","si","no","no",0,-3.6363107,40.361814
"7817",3436,0.18,0.32,140,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","sexta_o_mas","a_reformar","no","si","no","no",0,-3.707074,40.48463
"1413",3825,0.25,0.48,40,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"estudio","seg.-terc.","bueno","no","si","si","no",0,-3.704603,40.46507
"6460",2032,0.34,0.61,120,28.025461567691,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"ZZZ","ZZZ","bueno","ZZZ","no","no","no",0,-3.712993,40.388789
"6127",2353,0.44,0.63,102,15,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","ZZZ","bueno","no","si","si","no",0,-3.689711,40.357942
"9465",3345,0.42,0.75,55,29.1727990401243,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.69132,40.345269
"7238",4889,0.29,0.45,45,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","ZZZ","bueno","no","no","no","no",1,-3.716297,40.421289
"7019",3000,0.27,0.26,72,23.741164218917,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","bueno","no","si","si","ZZZ",0,-3.678703,40.405637
"6683",4286,0.24,0.45,35,16.5849725634263,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"estudio","sexta_o_mas","bueno","no","si","no","no",0,-3.6494599,40.403105
"7070",3780,0.27,0.26,82,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","primera","bueno","ZZZ","si","si","ZZZ",0,-3.676472,40.40634
"11455",3477,0.26,0.41,65,0,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","primera","bueno","no","si","no","no",0,-3.656519,40.423614
"3747",5151,0.44,0.55,93,5,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"atico","sexta_o_mas","bueno","no","si","si","no",0,-3.692114,40.39799
"7690",3700,0.14,0.28,90,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","sexta_o_mas","a_reformar","no","si","si","no",0,-3.728142,40.485212
"5428",5000,0.31,0.33,35,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","si","no","no",0,-3.719527,40.408652
"2333",2738,0.58,0.52,65,25,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","ZZZ","bueno","ZZZ","no","si","no",0,-3.620059,40.374699
"10106",5429,0.18,0.32,161,11.8263674206128,22.7526510007271,10.208239022182,9.66020549542505,0,0,2,"chalet","ZZZ","bueno","no","ZZZ","no","si",0,-3.648319,40.44711
"9703",2341,0.47,0.75,85,30,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","seg.-terc.","bueno","si","no","si","no",0,-3.691818,40.374377
"9587",2792,0.35,0.57,77,5,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","ZZZ","bueno","no","si","si","no",0,-3.663232,40.385913
"539",3534,0.26,0.49,163,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,3,"piso","cuar.-quinta","bueno","si","si","no","no",0,-3.688108,40.473793
"7388",2186,0.29,0.57,59,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.641886,40.384397
"10783",5769,0.42,0.31,117,4,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.65918,40.492643
"10955",4650,0.11,0.32,243,0,18.7982210841953,14.2389070449109,8.04302415686803,1,0,4,"chalet","ZZZ","bueno","si","si","si","ZZZ",0,-3.71383,40.466197
"5982",2576,0.32,0.51,70,30,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","si","ZZZ",0,-3.698337,40.359675
"2933",3447,0.35,0.52,58,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"atico","cuar.-quinta","bueno","no","si","si","no",0,-3.697976,40.393975
"9744",2600,0.47,0.75,75,20,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","primera","bueno","ZZZ","no","si","no",0,-3.691956,40.373529
"75",3474,0.35,0.4,95,29.5966681561161,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.702782,40.405119
"11743",2117,0.19,0.45,60,20,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.714623,40.383494
"11167",3680,0.19,0.4,98,29.8555504736919,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.693813,40.49447
"7105",4871,0.29,0.45,85,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","bueno","no","no","si","no",1,-3.712532,40.413677
"3145",4848,0.17,0.25,66,0,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","primera","bueno","no","si","si","no",0,-3.722477,40.464042
"10039",4667,0.22,0.31,165,15,20.7824152819573,12.6403244799163,13.4305900824284,0,0,3,"piso","sexta_o_mas","a_reformar","si","si","si","si",0,-3.656058,40.456568
"7675",3100,0.14,0.28,300,15,16.9485824548359,14.2042185577595,7.08064473299875,0,0,4,"chalet","ZZZ","bueno","si","no","si","si",0,-3.728013,40.487921
"1007",2865,0.18,0.46,49,40,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","primera","a_reformar","ZZZ","si","no","no",0,-3.620167,40.422163
"9915",2523,0.3,0.61,81,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.726624,40.392969
"5581",5000,0.36,0.66,75,34.7439728815025,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","primera","bueno","no","no","si","no",1,-3.6931909,40.428536
"11341",2619,0.26,0.41,84,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.632312,40.421705
"1876",3071,0.22,0.41,56,35.657350562757,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","a_reformar","no","no","ZZZ","ZZZ",0,-3.613923,40.447976
"2424",3436,0.58,0.52,55,15,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","primera","bueno","ZZZ","no","no","no",0,-3.620145,40.379326
"1955",4285,0.22,0.53,56,35,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","si","si","no","no",0,-3.741878,40.403126
"8825",3444,0.27,0.57,45,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","ZZZ","bueno","ZZZ","no","no","no",0,-3.730395,40.411486
"9522",2985,0.35,0.57,85,5,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"atico","seg.-terc.","bueno","no","si","si","no",0,-3.669455,40.394133
"5388",3438,0.31,0.33,80,25,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","primera","bueno","no","si","no","no",1,-3.718318,40.413534
"80",3333,0.35,0.4,78,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","si","no","si",0,-3.701988,40.399367
"9318",2297,0.39,0.73,94,0,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","ZZZ","bueno","ZZZ","si","si","si",0,-3.705568,40.342995
"2781",5556,0.26,0.38,81,10,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","primera","bueno","no","si","si","no",0,-3.689368,40.460369
"8469",1882,0.23,0.51,95,30,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","primera","a_reformar","no","si","ZZZ","ZZZ",0,-3.635659,40.434732
"5341",6571,0.2,0.2,35,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.676362,40.417501
"6378",4167,0.09,0.39,264,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,5,"piso","seg.-terc.","bueno","si","si","no","si",0,-3.711362,40.497353
"4245",4556,0.33,0.76,90,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","ZZZ","bueno","ZZZ","si","ZZZ","ZZZ",1,-3.705461,40.411503
"11788",2250,0.19,0.45,120,20,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","seg.-terc.","bueno","ZZZ","si","si","no",0,-3.715719,40.381909
"3222",2833,0.39,0.54,60,33.7289424939981,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.709989,40.393071
"5397",5024,0.31,0.33,62,1,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.714758,40.406761
"10920",2429,0.11,0.32,77,25,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.709087,40.463862
"9881",3000,0.3,0.61,70,7,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","primera","bueno","no","si","si","no",0,-3.734815,40.396683
"7790",3068,0.18,0.32,220,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","sexta_o_mas","bueno","si","si","no","si",0,-3.711298,40.484347
"6677",5000,0.24,0.45,140,23.0105581123045,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","cuar.-quinta","bueno","si","si","si","no",0,-3.6629364,40.399944
"7623",3467,0.14,0.28,52,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","primera","bueno","no","si","si","no",0,-3.714323,40.4724
"3824",3785,0.44,0.55,65,24.6453094649509,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","cuar.-quinta","a_reformar","no","si","no","no",0,-3.695183,40.401634
"9026",3627,0.21,0.28,51,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"estudio","cuar.-quinta","bueno","no","si","si","si",0,-3.575624,40.44367
"10871",4375,0.42,0.31,136,3,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","ZZZ","bueno","si","si","si","si",0,-3.659606,40.49967
"3007",5400,0.22,0.27,50,0,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","primera","bueno","no","si","si","no",0,-3.675742,40.445543
"2570",3393,0.45,0.44,102,2.5,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","sexta_o_mas","bueno","si","si","ZZZ","ZZZ",0,-3.6143471,40.395718
"8433",3507,0.23,0.51,71,40,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","bueno","no","si","si","ZZZ",0,-3.636711,40.429811
"9976",3161,0.3,0.61,87,7,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"atico","ZZZ","bueno","no","si","si","no",0,-3.735352,40.395833
"7845",4563,0.18,0.32,80,30,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","ZZZ","bueno","no","si","no","no",0,-3.704689,40.474097
"3415",5962,0.15,0.3,130,7.5,12.3985863211007,16.4262375247283,6.55271288537198,0,0,3,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.598323,40.468033
"2239",2803,0.58,0.52,71,5,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","si","si","no","no",0,-3.666773,40.362167
"5217",4531,0.19,0.22,160,28.8543937988573,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","si","si","no","no",0,-3.670841,40.4602
"7373",2429,0.31,0.56,42,27.8411149431158,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.658984,40.39397
"8481",2632,0.23,0.51,95,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.639736,40.428166
"8446",2706,0.23,0.51,61,28.9863775523186,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.636872,40.428933
"8782",3929,0.27,0.57,56,40,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"atico","cuar.-quinta","bueno","ZZZ","no","si","no",0,-3.728936,40.4133
"3741",5238,0.44,0.55,42,26,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","no","si","si","no",0,-3.692654,40.401855
"6762",2000,0.24,0.45,120,39.4155581629554,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","a_reformar","no","no","no","no",0,-3.663082,40.398889
"3247",4623,0.39,0.54,53,0,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.7144046,40.399625
"2179",2690,0.58,0.52,84,2.5,11.5771084486625,16.3236733530746,9.57490304915067,0,0,1,"piso","ZZZ","bueno","si","si","si","si",0,-3.616734,40.371528
"10954",3865,0.11,0.32,37,28.6625789802733,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","primera","bueno","no","no","no","no",0,-3.710954,40.461005
"2607",8194,0.23,0.25,360,32.0967342597481,22.4451037773467,10.8508323139206,8.57455680888883,1,1,4,"piso","cuar.-quinta","a_reformar","si","si","ZZZ","ZZZ",1,-3.686668,40.433675
"2069",2885,0.23,0.24,260,16.126958899758,18.7982210841953,14.2389070449109,8.04302415686803,1,0,5,"chalet","ZZZ","bueno","si","no","si","si",0,-3.76487,40.445549
"3683",3780,0.67,0.16,92,2,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","primera","bueno","si","si","si","si",0,-3.788302,40.368005
"9797",2753,0.3,0.61,87,20,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","primera","bueno","no","si","si","no",0,-3.731184,40.391025
"232",3606,0.35,0.4,75,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","sexta_o_mas","bueno","no","si","si","no",0,-3.70083,40.401786
"9475",2053,0.42,0.75,95,5,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","si","no",0,-3.68947,40.344255
"5129",4200,0.23,0.2,100,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","bajo","bueno","no","si","si","no",0,-3.664541,40.439925
"9182",4059,0.18,0.29,85,7.5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.604227,40.429918
"10499",5324,0.33,0.67,71,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"atico","cuar.-quinta","bueno","no","no","si","no",1,-3.704971,40.428808
"3086",4225,0.17,0.25,40,15,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","ZZZ","bueno","no","no","si","si",0,-3.720481,40.464711
"4252",4679,0.33,0.76,156,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,2,"piso","primera","bueno","no","si","ZZZ","no",1,-3.695263,40.412565
"7598",2522,0.21,0.36,115,18.5262364089601,22.22093651161,13.0862840391885,7.95629869628944,0,0,2,"piso","primera","bueno","si","si","si","no",0,-3.631518,40.403023
"11359",2905,0.26,0.41,74,0,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.65274,40.430534
"6406",2467,0.34,0.61,75,40,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","ZZZ","no","si","ZZZ",0,-3.701921,40.389541
