292,CATALUÑA,TV-3301,REASFALTADO,2021/02/03 08:55:00,\"\",T,NEGRO,7.0,6.6,BOT,TARRAGONA,OT102038170,AMBOS SENTIDOS,OBRAS,0,1,40.9889751,id-incidencia-1.292,incidencia,\"\",\"\",0.3977545,0.3977545,40.9889751,2021/02/05 14:30:00
293,CATALUÑA,TV-3454,OBRAS EN GENERAL,2021/02/02 08:49:00,\"\",T,VERDE,15.0,15.5,DELTEBRE,TARRAGONA,OT102029184,AMBOS SENTIDOS,OBRAS,0,1,40.71105,id-incidencia-1.293,incidencia,\"\",\"\",0.75735,0.75735,40.71105,2021/02/05 14:30:00
294,CATALUÑA,T-3231,OBRAS EN GENERAL,2020/07/03 09:50:00,SELVA DEL CAMP,T,VERDE,3.1,0.0,\"\",TARRAGONA,OT005148171,AMBOS SENTIDOS,OBRAS,0,5,41.1981,id-incidencia-1.294,incidencia,\"\",\"\",1.11482,1.11482,41.1981,2021/02/05 14:30:00
295,CATALUÑA,T-2237,OBRAS EN GENERAL,2021/01/25 09:56:00,\"\",T,VERDE,0.8,0.0,\"\",TARRAGONA,OT101118254,AMBOS SENTIDOS,OBRAS,0,2,41.18358,id-incidencia-1.295,incidencia,\"\",\"\",0.58667,0.58667,41.18358,2021/02/05 14:30:00
296,CATALUÑA,TP-2125,OBRAS EN GENERAL,2021/02/01 15:11:00,SANT JAUME DELS DOMENYS,T,VERDE,8.2,3.0,PEDRERES (LES),TARRAGONA,OT102018247,AMBOS SENTIDOS,OBRAS,0,1,41.25139,id-incidencia-1.296,incidencia,\"\",\"\",1.5447422,1.5447422,41.25139,2021/02/05 14:30:00
297,CATALUÑA,TV-7501,SEÑALIZACION DE LA CALZADA,2021/02/02 11:00:00,\"\",T,VERDE,0.3,0.0,PERAFORT,TARRAGONA,OT102028185,AMBOS SENTIDOS,OBRAS,0,1,41.19315,id-incidencia-1.297,incidencia,\"\",\"\",1.24301,1.24301,41.19315,2021/02/05 14:30:00
298,CATALUÑA,TV-2441,OBRAS EN GENERAL,2021/01/18 13:18:00,\"\",T,VERDE,15.6,13.6,QUEROL,TARRAGONA,OT101189193,AMBOS SENTIDOS,OBRAS,0,1,41.396318,id-incidencia-1.298,incidencia,\"\",\"\",1.4560938,1.4560938,41.396318,2021/02/05 14:30:00
299,CATALUÑA,TV-3021,OBRAS EN GENERAL,2021/01/11 19:50:00,\"\",T,VERDE,0.5,0.0,RASQUERA,TARRAGONA,OT101119256,AMBOS SENTIDOS,OBRAS,0,1,41.00266,id-incidencia-1.299,incidencia,\"\",\"\",0.60053,0.60053,41.00266,2021/02/05 14:30:00
300,CATALUÑA,TV-3145,OBRAS EN GENERAL,2021/01/22 10:56:00,TRAM DE LA T-11 A LA CANONJA,T,NEGRO,1.4,1.4,REUS,TARRAGONA,OT101228144,SUR,OBRAS,0,1,41.1253362,id-incidencia-1.300,incidencia,\"\",\"\",1.1785834,1.1785834,41.1253362,2021/02/05 14:30:00
301,CATALUÑA,TV-3146,OBRAS EN GENERAL,2021/01/25 15:13:00,\"\",T,NEGRO,0.3,0.0,TARRAGONA,TARRAGONA,OT101258137,AMBOS SENTIDOS,OBRAS,0,2,41.10141,id-incidencia-1.301,incidencia,\"\",\"\",1.18978,1.18978,41.10141,2021/02/05 14:30:00
